NAME,B01003_001E,B19013_001E,B25064_001E,B25077_001E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,B23025_003E,B23025_005E,state,county,tract
"Census Tract 6004, Los Angeles County, California",4001,34447,998,309500,335,29,0,7,1871,336,06,037,600400
"Census Tract 6006.02, Los Angeles County, California",2455,26833,1063,320800,52,17,0,0,991,97,06,037,600602
"Census Tract 6016, Los Angeles County, California",4147,40391,987,348400,253,8,11,0,1900,243,06,037,601600
"Census Tract 6017, Los Angeles County, California",5569,32437,1092,330900,124,7,6,0,2598,198,06,037,601700
"Census Tract 6022, Los Angeles County, California",8375,58074,1396,489400,966,452,45,41,4151,344,06,037,602200
"Census Tract 6031.01, Los Angeles County, California",4091,49000,1199,329500,649,167,7,8,1969,159,06,037,603101
"Census Tract 6034, Los Angeles County, California",4486,50363,1036,364800,575,111,6,6,2303,233,06,037,603400
"Census Tract 6200.01, Los Angeles County, California",4106,95804,1588,901700,941,377,60,64,2352,151,06,037,620001
"Census Tract 6200.02, Los Angeles County, California",3320,72708,1566,757500,751,274,21,97,1973,95,06,037,620002
"Census Tract 6202.01, Los Angeles County, California",1446,124545,2586,1149300,591,188,136,15,1061,35,06,037,620201
"Census Tract 2326, Los Angeles County, California",6250,29598,1013,275900,197,26,0,0,2814,368,06,037,232600
"Census Tract 2340, Los Angeles County, California",5721,54074,997,387600,489,257,84,84,3015,392,06,037,234000
"Census Tract 2343, Los Angeles County, California",3808,36010,1099,415500,336,390,41,0,2140,341,06,037,234300
"Census Tract 2373, Los Angeles County, California",5136,31700,1142,253000,446,45,28,0,2111,260,06,037,237300
"Census Tract 2375, Los Angeles County, California",2844,26658,1013,275000,108,24,0,0,1121,95,06,037,237500
"Census Tract 1991.20, Los Angeles County, California",4484,26473,968,369800,280,67,33,8,1886,218,06,037,199120
"Census Tract 2013.01, Los Angeles County, California",3307,43143,1151,362300,323,82,0,32,1676,219,06,037,201301
"Census Tract 5715.02, Los Angeles County, California",4485,55456,1138,400000,637,179,76,35,2468,299,06,037,571502
"Census Tract 5716, Los Angeles County, California",1961,12292,312,-666666666,63,15,0,0,657,240,06,037,571600
"Census Tract 5732.02, Los Angeles County, California",6636,40286,1093,338100,182,152,0,0,3152,500,06,037,573202
"Census Tract 5739.02, Los Angeles County, California",2142,108299,1379,618500,389,280,110,62,1159,52,06,037,573902
"Census Tract 5764.03, Los Angeles County, California",5578,32263,1131,340000,113,41,0,0,2279,434,06,037,576403
"Census Tract 5765.01, Los Angeles County, California",3140,32552,978,247400,375,182,41,5,1745,136,06,037,576501
"Census Tract 2212.20, Los Angeles County, California",3782,32301,953,264000,273,10,4,2,2286,308,06,037,221220
"Census Tract 2218.20, Los Angeles County, California",3202,16250,1429,330000,565,279,14,34,1542,201,06,037,221820
"Census Tract 2240.10, Los Angeles County, California",2112,17843,619,-666666666,148,86,0,8,1096,127,06,037,224010
"Census Tract 2246, Los Angeles County, California",3377,28650,793,265500,164,10,12,5,1466,120,06,037,224600
"Census Tract 2270.10, Los Angeles County, California",4604,31659,1055,359900,58,0,0,0,1893,224,06,037,227010
"Census Tract 2283.10, Los Angeles County, California",4613,32250,1018,257100,49,39,0,0,1927,169,06,037,228310
"Census Tract 2288, Los Angeles County, California",5543,29155,859,300000,58,31,9,0,2150,213,06,037,228800
"Census Tract 2294.10, Los Angeles County, California",3620,27304,1016,227800,34,0,0,0,1431,224,06,037,229410
"Census Tract 2319, Los Angeles County, California",5415,26934,927,275000,139,40,0,0,2368,417,06,037,231900
"Census Tract 2321.20, Los Angeles County, California",5652,30394,907,304500,123,0,26,0,2404,320,06,037,232120
"Census Tract 2971.10, Los Angeles County, California",5286,37726,991,353600,191,69,22,15,2447,410,06,037,297110
"Census Tract 5742.01, Los Angeles County, California",3061,93333,2005,499900,469,232,67,11,1542,113,06,037,574201
"Census Tract 5750.02, Los Angeles County, California",4775,65551,1460,453800,1014,414,79,80,2721,226,06,037,575002
"Census Tract 5752.02, Los Angeles County, California",4997,34479,966,333600,232,20,22,0,2116,197,06,037,575202
"Census Tract 5766.01, Los Angeles County, California",4464,50462,1117,371300,958,360,134,51,3540,236,06,037,576601
"Census Tract 5768.02, Los Angeles County, California",3833,47826,1109,454400,924,356,126,33,2459,214,06,037,576802
"Census Tract 5776.02, Los Angeles County, California",3423,76776,1932,575400,1037,381,149,153,1870,287,06,037,577602
"Census Tract 6002.01, Los Angeles County, California",4451,29103,1115,315700,72,17,0,18,1854,275,06,037,600201
"Census Tract 2282.10, Los Angeles County, California",3749,25129,968,275800,105,10,6,0,1615,166,06,037,228210
"Census Tract 2312.10, Los Angeles County, California",3492,25298,947,283600,81,59,10,0,1728,285,06,037,231210
"Census Tract 2317.20, Los Angeles County, California",5444,29403,1032,265400,121,53,17,19,2679,381,06,037,231720
"Census Tract 2318, Los Angeles County, California",4645,25000,1005,318200,57,0,10,0,2088,187,06,037,231800
"Census Tract 4328.01, Los Angeles County, California",3005,25667,777,310700,110,24,0,0,1244,129,06,037,432801
"Census Tract 4600, Los Angeles County, California",4746,122123,1880,757200,808,596,248,168,2456,139,06,037,460000
"Census Tract 4605.01, Los Angeles County, California",5548,173814,2311,1175700,1394,697,455,237,2514,85,06,037,460501
"Census Tract 1313, Los Angeles County, California",4933,56477,2171,352900,333,134,44,11,2524,151,06,037,131300
"Census Tract 1314, Los Angeles County, California",6257,51842,1210,357300,899,198,121,9,3239,144,06,037,131400
"Census Tract 1319, Los Angeles County, California",4706,63036,2077,361700,525,161,32,36,2416,206,06,037,131900
"Census Tract 1323, Los Angeles County, California",7390,35946,993,346200,853,166,33,0,3841,273,06,037,132300
"Census Tract 1330, Los Angeles County, California",4609,69948,1557,338400,293,159,33,38,2437,311,06,037,133000
"Census Tract 1341.01, Los Angeles County, California",5875,72639,1146,426600,768,88,49,8,3254,305,06,037,134101
"Census Tract 4807.04, Los Angeles County, California",4970,79425,1438,771400,1110,521,177,173,2887,251,06,037,480704
"Census Tract 4808.03, Los Angeles County, California",3888,81033,1139,510700,537,306,27,63,2172,186,06,037,480803
"Census Tract 4812.01, Los Angeles County, California",3730,53036,1235,588900,492,253,87,4,1959,178,06,037,481201
"Census Tract 4825.21, Los Angeles County, California",5838,55000,1192,414000,586,248,59,22,2595,246,06,037,482521
"Census Tract 5023.01, Los Angeles County, California",6234,66601,1517,346600,273,69,82,0,3018,179,06,037,502301
"Census Tract 4825.02, Los Angeles County, California",3149,39958,1178,428000,138,27,3,0,1367,213,06,037,482502
"Census Tract 5013, Los Angeles County, California",7631,74563,1406,383600,1036,255,19,23,4150,148,06,037,501300
"Census Tract 5017, Los Angeles County, California",3717,77167,1314,480900,451,183,41,0,1765,155,06,037,501700
"Census Tract 1348, Los Angeles County, California",6408,64014,1661,367900,746,208,13,15,3346,299,06,037,134800
"Census Tract 1349.01, Los Angeles County, California",3380,80227,1331,443600,510,217,36,97,1656,108,06,037,134901
"Census Tract 5308.01, Los Angeles County, California",5587,43337,1012,299600,243,73,6,26,2516,267,06,037,530801
"Census Tract 5308.02, Los Angeles County, California",3401,48669,1014,287300,109,32,0,0,1660,242,06,037,530802
"Census Tract 5313.02, Los Angeles County, California",6814,38875,1100,325000,127,27,16,0,3280,473,06,037,531302
"Census Tract 5323.02, Los Angeles County, California",4649,45227,950,324500,58,62,6,10,2044,291,06,037,532302
"Census Tract 5326.03, Los Angeles County, California",3305,38304,974,290800,83,18,0,0,1501,234,06,037,532603
"Census Tract 5331.04, Los Angeles County, California",4555,22870,833,196200,97,26,9,6,1899,219,06,037,533104
"Census Tract 5332.01, Los Angeles County, California",2940,37250,1011,331000,92,21,0,0,1313,116,06,037,533201
"Census Tract 5333, Los Angeles County, California",3428,31250,872,273100,40,8,0,0,1453,99,06,037,533300
"Census Tract 5337.02, Los Angeles County, California",3672,33565,1026,296600,43,0,0,0,1765,154,06,037,533702
"Census Tract 2414, Los Angeles County, California",3385,30250,1130,288400,63,39,0,0,1415,146,06,037,241400
"Census Tract 2422, Los Angeles County, California",5580,30052,866,234600,114,15,0,0,2154,290,06,037,242200
"Census Tract 2623.02, Los Angeles County, California",3102,155541,1866,2000001,814,441,246,216,1418,73,06,037,262302
"Census Tract 2655.20, Los Angeles County, California",4425,86429,2233,695000,1343,887,349,112,2878,334,06,037,265520
"Census Tract 1437, Los Angeles County, California",3626,131250,2023,985500,1213,446,237,55,2459,223,06,037,143700
"Census Tract 1815, Los Angeles County, California",3882,90069,1458,534600,635,363,47,47,2248,259,06,037,181500
"Census Tract 1838.20, Los Angeles County, California",4000,28040,1094,314300,137,59,6,0,1811,247,06,037,183820
"Census Tract 1133.01, Los Angeles County, California",2361,73333,2067,655300,487,183,31,23,1158,102,06,037,113301
"Census Tract 1173.03, Los Angeles County, California",3709,77148,2121,430200,477,166,0,15,2122,358,06,037,117303
"Census Tract 1905.10, Los Angeles County, California",5068,28275,1096,-666666666,792,309,10,0,3011,423,06,037,190510
"Census Tract 1926.20, Los Angeles County, California",3648,28393,994,562500,478,39,43,0,1986,284,06,037,192620
"Census Tract 1974.10, Los Angeles County, California",4286,82525,1639,615900,1304,370,159,52,2695,132,06,037,197410
"Census Tract 2037.10, Los Angeles County, California",3458,32768,956,325000,137,46,0,0,1549,168,06,037,203710
"Census Tract 5770, Los Angeles County, California",7203,56468,1189,465600,1418,465,32,99,5085,470,06,037,577000
"Census Tract 5990, Los Angeles County, California",3571,60375,1412,739000,252,108,36,51,1913,121,06,037,599000
"Census Tract 6013.03, Los Angeles County, California",4826,33000,1134,206200,385,118,9,45,2565,398,06,037,601303
"Census Tract 6021.04, Los Angeles County, California",5893,41813,1135,362900,394,129,47,0,3009,307,06,037,602104
"Census Tract 1895, Los Angeles County, California",4006,49571,1306,877500,1720,311,247,102,3033,333,06,037,189500
"Census Tract 6506.02, Los Angeles County, California",7743,64010,1464,650200,1939,667,110,20,3725,299,06,037,650602
"Census Tract 6509.02, Los Angeles County, California",6160,80088,1228,497800,994,395,227,28,3830,195,06,037,650902
"Census Tract 1312, Los Angeles County, California",3088,64286,2040,371500,503,156,9,10,1810,106,06,037,131200
"Census Tract 1316, Los Angeles County, California",5327,69430,1877,381200,658,156,32,0,3007,344,06,037,131600
"Census Tract 1327, Los Angeles County, California",5509,45718,1104,401200,429,111,34,1,2668,142,06,037,132700
"Census Tract 1813, Los Angeles County, California",3925,84531,1363,552000,1018,430,51,50,2111,134,06,037,181300
"Census Tract 1833, Los Angeles County, California",3365,61576,1341,399700,439,90,6,6,1817,153,06,037,183300
"Census Tract 1835.10, Los Angeles County, California",2521,60625,1145,382100,267,80,5,5,1363,137,06,037,183510
"Census Tract 1838.10, Los Angeles County, California",4209,35000,1036,366200,396,168,26,0,2327,190,06,037,183810
"Census Tract 1881, Los Angeles County, California",3761,51122,1287,586700,685,219,106,26,2290,179,06,037,188100
"Census Tract 1893, Los Angeles County, California",2943,156477,1392,1246100,814,349,452,56,1697,139,06,037,189300
"Census Tract 1898, Los Angeles County, California",3980,56769,1523,873300,1442,355,181,120,2984,200,06,037,189800
"Census Tract 1910, Los Angeles County, California",3784,41148,1144,464300,1095,137,35,17,2595,274,06,037,191000
"Census Tract 1912.01, Los Angeles County, California",4724,33056,1010,556300,530,245,100,41,2575,223,06,037,191201
"Census Tract 1917.10, Los Angeles County, California",2932,21115,870,383300,278,92,35,0,1668,254,06,037,191710
"Census Tract 1927, Los Angeles County, California",3719,37730,1064,439700,471,125,66,16,2128,344,06,037,192700
"Census Tract 1942, Los Angeles County, California",3647,106307,2623,1134700,1335,350,191,80,2404,220,06,037,194200
"Census Tract 1973, Los Angeles County, California",3914,61048,1201,603000,801,341,43,23,2496,227,06,037,197300
"Census Tract 1975, Los Angeles County, California",3930,58333,1343,808400,783,317,63,26,2664,348,06,037,197500
"Census Tract 1976, Los Angeles County, California",2427,49183,1203,689200,449,174,26,15,1430,166,06,037,197600
"Census Tract 1992.02, Los Angeles County, California",3045,42545,1051,329300,247,80,17,20,1511,196,06,037,199202
"Census Tract 2013.02, Los Angeles County, California",3652,60801,1603,327200,852,382,298,84,2148,201,06,037,201302
"Census Tract 4081.33, Los Angeles County, California",5879,63510,1398,394100,979,164,30,28,2920,359,06,037,408133
"Census Tract 4081.35, Los Angeles County, California",3925,66696,1716,414500,842,156,21,12,2166,290,06,037,408135
"Census Tract 4082.11, Los Angeles County, California",5955,41121,1335,318100,878,170,0,0,2743,143,06,037,408211
"Census Tract 3202.02, Los Angeles County, California",6017,61598,1368,337200,363,74,0,15,3022,215,06,037,320202
"Census Tract 3118.01, Los Angeles County, California",2978,53333,1285,489100,607,100,9,0,1753,188,06,037,311801
"Census Tract 3118.02, Los Angeles County, California",3857,52602,1307,386200,561,62,14,25,2190,314,06,037,311802
"Census Tract 4002.07, Los Angeles County, California",4835,114899,2225,583600,775,421,52,79,2452,168,06,037,400207
"Census Tract 4004.03, Los Angeles County, California",4090,82356,1544,463800,692,383,66,37,2155,297,06,037,400403
"Census Tract 4004.04, Los Angeles County, California",4372,120640,2127,684900,892,318,184,82,2296,91,06,037,400404
"Census Tract 5416.04, Los Angeles County, California",6248,30127,964,250500,90,11,0,14,2337,430,06,037,541604
"Census Tract 5425.01, Los Angeles County, California",4780,44643,1134,254300,224,18,0,0,2011,481,06,037,542501
"Census Tract 5433.21, Los Angeles County, California",5553,89293,1389,370200,757,446,51,107,3061,362,06,037,543321
"Census Tract 5435.02, Los Angeles County, California",3993,57295,1206,347500,582,157,16,15,2003,163,06,037,543502
"Census Tract 5501, Los Angeles County, California",7941,74548,,340400,537,180,26,51,4101,324,06,037,550100
"Census Tract 5505, Los Angeles County, California",8369,77030,1411,520500,1116,246,90,0,4535,208,06,037,550500
"Census Tract 5510, Los Angeles County, California",7015,72927,1376,472400,1115,333,36,0,3683,369,06,037,551000
"Census Tract 5522, Los Angeles County, California",6141,47188,1173,313500,246,91,0,0,2998,242,06,037,552200
"Census Tract 2942, Los Angeles County, California",5559,65579,1061,354700,102,86,19,0,2818,216,06,037,294200
"Census Tract 2945.10, Los Angeles County, California",4808,40213,1067,313900,166,49,0,0,1923,214,06,037,294510
"Census Tract 3014, Los Angeles County, California",3710,107072,2589,748300,746,486,105,66,2052,103,06,037,301400
"Census Tract 3015.01, Los Angeles County, California",1860,66458,1783,620700,338,104,21,27,1138,134,06,037,301501
"Census Tract 3017.01, Los Angeles County, California",2901,62750,1226,558600,430,186,33,6,1686,136,06,037,301701
"Census Tract 3021.04, Los Angeles County, California",4028,45990,1284,401700,852,126,56,13,2161,288,06,037,302104
